,cols_set,datapoints,normalize,oversample,drop_nan,train_set,test_set,model,tune_for,mean,std,accuracy,bal_accuracy,precision,recall,f1,AUROC,params,,,,,
194,tt_35_premed,122,True,minmax,True,91,31,svm,roc_auc,0.896905725853094,0.162318309131892,0.774193548387097,0.86,0.461538461538462,1,0.631578947368421,0.86,{'clf__C': 10, 'clf__gamma': 0.01, 'clf__kernel': 'sigmoid'},,,
229,tt_wilcoxon_premed,122,True,minmax,True,91,31,svm,roc_auc,0.883603238866397,0.155330575653853,0.774193548387097,0.86,0.461538461538462,1,0.631578947368421,0.86,{'clf__C': 1000, 'clf__gamma': 0.0001, 'clf__kernel': 'sigmoid'},,,
24,all_columns,122,True,minmax,True,91,31,decision_tree,roc_auc,0.901725467514941,0.04842592112037,0.774193548387097,0.796666666666667,0.454545454545455,0.833333333333333,0.588235294117647,0.796666666666667,{'clf__criterion': 'entropy', 'clf__max_depth': 20, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 5, 'clf__splitter': 'best'}
33,all_columns,122,True,minmax,True,91,31,mlp,balanced_accuracy,0.765447272026219,0.036983831558714,0.774193548387097,0.796666666666667,0.454545454545455,0.833333333333333,0.588235294117647,0.796666666666667,{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
36,reduced,122,True,minmax,True,91,31,gaussian_nb,recall,0.81043956043956,0.325940438460745,0.774193548387097,0.796666666666667,0.454545454545455,0.833333333333333,0.588235294117647,0.796666666666667,{'clf__var_smoothing': 2e-09},,,,,
70,tt_0,122,True,minmax,True,91,31,gaussian_nb,precision,0.48046398046398,0.35217155149228,0.774193548387097,0.796666666666667,0.454545454545455,0.833333333333333,0.588235294117647,0.796666666666667,{'clf__var_smoothing': 1e-09},,,,,
116,tt_35,122,True,minmax,True,91,31,ada,recall,0.936813186813187,0.108646812820248,0.774193548387097,0.796666666666667,0.454545454545455,0.833333333333333,0.588235294117647,0.796666666666667,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.01, 'clf__n_estimators': 10},,,
117,tt_35,122,True,minmax,True,91,31,ada,f1,0.801887001887002,0.152021443578383,0.774193548387097,0.796666666666667,0.454545454545455,0.833333333333333,0.588235294117647,0.796666666666667,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.01, 'clf__n_estimators': 10},,,
141,tt_wilcoxon,122,True,minmax,True,91,31,gaussian_nb,recall,0.747252747252747,0.434587251280993,0.774193548387097,0.796666666666667,0.454545454545455,0.833333333333333,0.588235294117647,0.796666666666667,{'clf__var_smoothing': 1e-09},,,,,
142,tt_wilcoxon,122,True,minmax,True,91,31,gaussian_nb,f1,0.565793181177797,0.360115767739605,0.774193548387097,0.796666666666667,0.454545454545455,0.833333333333333,0.588235294117647,0.796666666666667,{'clf__var_smoothing': 1e-09},,,,,
144,tt_wilcoxon,122,True,minmax,True,91,31,gaussian_nb,roc_auc,0.85200983227299,0.16573797944629,0.774193548387097,0.796666666666667,0.454545454545455,0.833333333333333,0.588235294117647,0.796666666666667,{'clf__var_smoothing': 1e-08},,,,,
182,tt_35_premed,122,True,minmax,True,91,31,knn,f1,0.666892082276698,0.213306823796585,0.774193548387097,0.796666666666667,0.454545454545455,0.833333333333333,0.588235294117647,0.796666666666667,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'distance'},,
210,tt_wilcoxon_premed,122,True,minmax,True,91,31,gaussian_nb,precision,0.48046398046398,0.35217155149228,0.774193548387097,0.796666666666667,0.454545454545455,0.833333333333333,0.588235294117647,0.796666666666667,{'clf__var_smoothing': 1e-09},,,,,
214,tt_wilcoxon_premed,122,True,minmax,True,91,31,gaussian_nb,roc_auc,0.856998264893002,0.180150338431647,0.774193548387097,0.796666666666667,0.454545454545455,0.833333333333333,0.588235294117647,0.796666666666667,{'clf__var_smoothing': 5e-08},,,,,
240,tt_wilcoxon_premed,122,True,minmax,True,91,31,mlp,precision,0.663003663003663,0.234374993011669,0.774193548387097,0.796666666666667,0.454545454545455,0.833333333333333,0.588235294117647,0.796666666666667,{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (300,), 'clf__solver': 'sgd'},
15,all_columns,122,True,minmax,True,91,31,svm,precision,0.59981684981685,0.270727939543855,0.774193548387097,0.733333333333333,0.444444444444444,0.666666666666667,0.533333333333333,0.733333333333333,{'clf__C': 1, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'},,,
55,reduced,122,True,minmax,True,91,31,decision_tree,precision,0.789377289377289,0.216582351635084,0.774193548387097,0.733333333333333,0.444444444444444,0.666666666666667,0.533333333333333,0.733333333333333,{'clf__criterion': 'gini', 'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__splitter': 'best'}
93,tt_0,122,True,minmax,True,91,31,decision_tree,balanced_accuracy,0.915485829959514,0.072718689883175,0.774193548387097,0.733333333333333,0.444444444444444,0.666666666666667,0.533333333333333,0.733333333333333,{'clf__criterion': 'entropy', 'clf__max_depth': 6, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 2, 'clf__splitter': 'random'}
5,all_columns,122,True,minmax,True,91,31,knn,precision,0.386376444068752,0.16115153205766,0.741935483870968,0.84,0.428571428571429,1,0.6,0.84,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 5, 'clf__p': 3, 'clf__weights': 'uniform'},,
17,all_columns,122,True,minmax,True,91,31,svm,f1,0.632367632367632,0.21452186137564,0.741935483870968,0.84,0.428571428571429,1,0.6,0.84,{'clf__C': 1, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'},,,
32,all_columns,122,True,minmax,True,91,31,mlp,f1,0.639160839160839,0.179908514211959,0.774193548387097,0.67,0.428571428571429,0.5,0.461538461538462,0.67,{'clf__activation': 'relu', 'clf__alpha': 0.005, 'clf__hidden_layer_sizes': (32,8, 32), 'clf__solver': 'sgd'}
75,tt_0,122,True,minmax,True,91,31,knn,precision,0.651569858712716,0.278028094287348,0.741935483870968,0.84,0.428571428571429,1,0.6,0.84,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 9, 'clf__p': 4, 'clf__weights': 'uniform'},,
104,tt_0,122,True,minmax,True,91,31,mlp,roc_auc,0.89358010410642,0.137996316207506,0.774193548387097,0.67,0.428571428571429,0.5,0.461538461538462,0.67,{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (32,8, 32), 'clf__solver': 'sgd'}
111,tt_35,122,True,minmax,True,91,31,knn,recall,0.873626373626374,0.217293625640497,0.741935483870968,0.84,0.428571428571429,1,0.6,0.84,{'clf__algorithm': 'auto', 'clf__n_neighbors': 7, 'clf__p': 1, 'clf__weights': 'distance'},,
112,tt_35,122,True,minmax,True,91,31,knn,f1,0.625971098498571,0.237162612610337,0.741935483870968,0.84,0.428571428571429,1,0.6,0.84,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'uniform'},,
145,tt_wilcoxon,122,True,minmax,True,91,31,knn,precision,0.595604395604396,0.232006104463118,0.774193548387097,0.67,0.428571428571429,0.5,0.461538461538462,0.67,{'clf__algorithm': 'auto', 'clf__n_neighbors': 3, 'clf__p': 3, 'clf__weights': 'distance'},,
161,tt_wilcoxon,122,True,minmax,True,91,31,decision_tree,recall,0.936813186813187,0.108646812820248,0.741935483870968,0.84,0.428571428571429,1,0.6,0.84,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 3, 'clf__splitter': 'best'}
195,tt_35_premed,122,True,minmax,True,91,31,decision_tree,precision,0.772527472527472,0.227777573241164,0.774193548387097,0.67,0.428571428571429,0.5,0.461538461538462,0.67,{'clf__criterion': 'entropy', 'clf__max_depth': 8, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 3, 'clf__splitter': 'best'}
216,tt_wilcoxon_premed,122,True,minmax,True,91,31,knn,recall,0.936813186813187,0.108646812820248,0.741935483870968,0.84,0.428571428571429,1,0.6,0.84,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'uniform'},,
218,tt_wilcoxon_premed,122,True,minmax,True,91,31,knn,balanced_accuracy,0.875289184499711,0.090898858297122,0.741935483870968,0.84,0.428571428571429,1,0.6,0.84,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'distance'},,
57,reduced,122,True,minmax,True,91,31,decision_tree,f1,0.82997002997003,0.174151520713757,0.741935483870968,0.776666666666667,0.416666666666667,0.833333333333333,0.555555555555556,0.776666666666667,{'clf__criterion': 'entropy', 'clf__max_depth': 4, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 4, 'clf__splitter': 'best'}
180,tt_35_premed,122,True,minmax,True,91,31,knn,precision,0.559497645211931,0.268928115262382,0.741935483870968,0.776666666666667,0.416666666666667,0.833333333333333,0.555555555555556,0.776666666666667,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'uniform'},,
184,tt_35_premed,122,True,minmax,True,91,31,knn,roc_auc,0.879819741661847,0.127689038443134,0.741935483870968,0.776666666666667,0.416666666666667,0.833333333333333,0.555555555555556,0.776666666666667,{'clf__algorithm': 'auto', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'uniform'},,
207,tt_35_premed,122,True,minmax,True,91,31,mlp,f1,0.695171495171495,0.212016518582405,0.741935483870968,0.776666666666667,0.416666666666667,0.833333333333333,0.555555555555556,0.776666666666667,{'clf__activation': 'relu', 'clf__alpha': 0.05, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
9,all_columns,122,True,minmax,True,91,31,knn,roc_auc,0.832634470792365,0.125844566962987,0.709677419354839,0.82,0.4,1,0.571428571428571,0.82,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 9, 'clf__p': 3, 'clf__weights': 'uniform'},,
18,all_columns,122,True,minmax,True,91,31,svm,balanced_accuracy,0.842032967032967,0.108693274758556,0.709677419354839,0.82,0.4,1,0.571428571428571,0.82,{'clf__C': 100, 'clf__gamma': 0.0001, 'clf__kernel': 'rbf'},,,
30,all_columns,122,True,minmax,True,91,31,mlp,precision,0.620879120879121,0.244682064354062,0.741935483870968,0.713333333333333,0.4,0.666666666666667,0.5,0.713333333333333,{'clf__activation': 'relu', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (32,8, 32), 'clf__solver': 'adam'}
31,all_columns,122,True,minmax,True,91,31,mlp,recall,0.72985347985348,0.035679047140619,0.741935483870968,0.713333333333333,0.4,0.666666666666667,0.5,0.713333333333333,{'clf__activation': 'tanh', 'clf__alpha': 0.005, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
54,reduced,122,True,minmax,True,91,31,svm,roc_auc,0.873626373626374,0.14598519330615,0.709677419354839,0.82,0.4,1,0.571428571428571,0.82,{'clf__C': 100, 'clf__gamma': 0.001, 'clf__kernel': 'sigmoid'},,,
58,reduced,122,True,minmax,True,91,31,decision_tree,balanced_accuracy,0.928499132446501,0.079219268567773,0.741935483870968,0.713333333333333,0.4,0.666666666666667,0.5,0.713333333333333,{'clf__criterion': 'entropy', 'clf__max_depth': 6, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 6, 'clf__splitter': 'best'}
155,tt_wilcoxon,122,True,minmax,True,91,31,svm,precision,0.646153846153846,0.409853281791298,0.774193548387097,0.606666666666667,0.4,0.333333333333333,0.363636363636364,0.606666666666667,{'clf__C': 1, 'clf__gamma': 1, 'clf__kernel': 'rbf'},,,
6,all_columns,122,True,minmax,True,91,31,knn,recall,0.873626373626374,0.124992452374476,0.67741935483871,0.8,0.375,1,0.545454545454545,0.8,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 9, 'clf__p': 4, 'clf__weights': 'distance'},,
16,all_columns,122,True,minmax,True,91,31,svm,recall,0.936813186813187,0.108646812820248,0.67741935483871,0.8,0.375,1,0.545454545454545,0.8,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
129,tt_35,122,True,minmax,True,91,31,decision_tree,roc_auc,0.925173510699826,0.078631334086499,0.741935483870968,0.65,0.375,0.5,0.428571428571429,0.65,{'clf__criterion': 'entropy', 'clf__max_depth': 4, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 4, 'clf__splitter': 'random'}
217,tt_wilcoxon_premed,122,True,minmax,True,91,31,knn,f1,0.682445759368836,0.194711907787522,0.709677419354839,0.693333333333333,0.363636363636364,0.666666666666667,0.470588235294118,0.693333333333333,{'clf__algorithm': 'ball_tree', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'uniform'},,
219,tt_wilcoxon_premed,122,True,minmax,True,91,31,knn,roc_auc,0.896905725853094,0.115641397645128,0.67741935483871,0.736666666666667,0.357142857142857,0.833333333333333,0.5,0.736666666666667,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 5, 'clf__p': 1, 'clf__weights': 'distance'},,
7,all_columns,122,True,minmax,True,91,31,knn,f1,0.507659007659008,0.107990472873179,0.645161290322581,0.716666666666667,0.333333333333333,0.833333333333333,0.476190476190476,0.716666666666667,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'distance'},,
8,all_columns,122,True,minmax,True,91,31,knn,balanced_accuracy,0.757133217659533,0.045010439456508,0.612903225806452,0.76,0.333333333333333,1,0.5,0.76,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 9, 'clf__p': 4, 'clf__weights': 'distance'},,
91,tt_0,122,True,minmax,True,91,31,decision_tree,recall,0.936813186813187,0.108646812820248,0.709677419354839,0.63,0.333333333333333,0.5,0.4,0.63,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__splitter': 'best'}
226,tt_wilcoxon_premed,122,True,minmax,True,91,31,svm,recall,0.936813186813187,0.108646812820248,0.612903225806452,0.76,0.333333333333333,1,0.5,0.76,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
231,tt_wilcoxon_premed,122,True,minmax,True,91,31,decision_tree,recall,0.936813186813187,0.108646812820248,0.67741935483871,0.673333333333333,0.333333333333333,0.666666666666667,0.444444444444444,0.673333333333333,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 6, 'clf__splitter': 'random'}
234,tt_wilcoxon_premed,122,True,minmax,True,91,31,decision_tree,roc_auc,0.945127241179873,0.073196532925069,0.67741935483871,0.673333333333333,0.333333333333333,0.666666666666667,0.444444444444444,0.673333333333333,{'clf__criterion': 'entropy', 'clf__max_depth': 10, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 3, 'clf__splitter': 'random'}
51,reduced,122,True,minmax,True,91,31,svm,recall,0.936813186813187,0.108646812820248,0.580645161290323,0.74,0.31578947368421,1,0.48,0.74,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
86,tt_0,122,True,minmax,True,91,31,svm,recall,0.936813186813187,0.108646812820248,0.580645161290323,0.74,0.31578947368421,1,0.48,0.74,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
191,tt_35_premed,122,True,minmax,True,91,31,svm,recall,0.936813186813187,0.108646812820248,0.580645161290323,0.74,0.31578947368421,1,0.48,0.74,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
126,tt_35,122,True,minmax,True,91,31,decision_tree,recall,0.936813186813187,0.108646812820248,0.645161290322581,0.653333333333333,0.307692307692308,0.666666666666667,0.421052631578947,0.653333333333333,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 6, 'clf__splitter': 'best'}
121,tt_35,122,True,minmax,True,91,31,svm,recall,0.936813186813187,0.108646812820248,0.548387096774194,0.72,0.3,1,0.461538461538462,0.72,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
156,tt_wilcoxon,122,True,minmax,True,91,31,svm,recall,0.936813186813187,0.108646812820248,0.548387096774194,0.72,0.3,1,0.461538461538462,0.72,{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
199,tt_35_premed,122,True,minmax,True,91,31,decision_tree,roc_auc,0.936813186813187,0.071783608453806,0.709677419354839,0.566666666666667,0.285714285714286,0.333333333333333,0.307692307692308,0.566666666666667,{'clf__criterion': 'gini', 'clf__max_depth': 6, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 6, 'clf__splitter': 'best'}
196,tt_35_premed,122,True,minmax,True,91,31,decision_tree,recall,0.936813186813187,0.108646812820248,0.548387096774194,0.656666666666667,0.277777777777778,0.833333333333333,0.416666666666667,0.656666666666667,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__splitter': 'best'}
