subject,subject_card,card,whole_right,point_right,react_right,point_react_right,descr_right,whole_left,point_left,react_left,point_react_left,descr_left,whole_dur,point_dur,react_dur,point_react_dur,descr_dur,whole_exp,point_exp,react_exp,point_react_exp,descr_exp,whole_perc_right_exp,point_perc_right_exp,react_perc_right_exp,point_react_perc_right_exp,descr_perc_right_exp,whole_perc_left_exp,point_perc_left_exp,react_perc_left_exp,point_react_perc_left_exp,descr_perc_left_exp,whole_right_mean,point_right_mean,react_right_mean,point_right_react_mean,descr_right_mean,whole_left_mean,point_left_mean,react_left_mean,point_left_react_mean,descr_left_mean,whole_perc_right_mean,point_perc_right_mean,react_perc_right_mean,point_react_perc_right_mean,descr_perc_right_mean,whole_perc_left_mean,point_perc_left_mean,react_perc_left_mean,point_react_perc_left_mean,descr_perc_left_mean
7,aliens,pepper,2284,643,1137,1780,504,2264,635,1136,1771,493,27658,7183,15185,22368,5290,2765.8,718.3,1518.5,2236.8,529.0,82.58008532793404,89.51691493804817,74.87652288442543,79.57796852646636,95.27410207939508,81.85696724275073,88.40317416121398,74.81066842278564,79.17560801144492,93.19470699432893,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,162.75248082201423,45.818671264691396,81.01995214300796,126.83862340769936,35.91385741431487,305.3168729761003,85.63437029144156,153.1978655922482,238.83223588368975,66.48463709241052
7,aliens,minion,2182,507,982,1489,693,2161,500,978,1478,683,27537,6122,14391,20513,7024,2753.7,612.2,1439.1,2051.3,702.4,79.23884228492574,82.81607317869977,68.23709262733654,72.58811485399502,98.6617312072893,78.47623197879217,81.67265599477295,67.95914112987285,72.05186954614146,97.23804100227791,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,155.48420015483146,36.127630375114364,69.97501583503414,106.1026462101485,49.38155394468295,291.4265735430003,67.42863802475712,131.89041597642495,199.31905400118208,92.10751954181823
7,aliens,pig,4464,797,1764,2561,1903,4439,797,1757,2554,1885,50459,8840,22223,31063,19396,5045.9,884.0,2222.3,3106.3,1939.6,88.46786499930637,90.15837104072398,79.37722179723708,82.44535299230596,98.11301299236956,87.97241324639808,90.15837104072398,79.06223282185123,82.2200045069697,97.18498659517427,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,318.09416566964603,56.79234991906539,125.69850095010204,182.49085086916745,135.60331480047859,598.6314483837938,107.48124901146288,236.94423401899653,344.4254830304594,254.2059653533344
7,aliens,hedge,2116,388,925,1313,803,2087,387,912,1299,788,28938,7032,13710,20742,8196,2893.8,703.2,1371.0,2074.2,819.6,73.12184670675236,55.17633674630261,67.46900072939461,63.301513836659915,97.97462176671546,72.1197041951759,55.03412969283276,66.52078774617067,62.62655481631473,96.1444607125427,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,150.7811950172426,27.647969596734466,65.91332957984376,93.56129917657823,57.21989584066437,281.44713511533627,52.18976583116201,122.98983575715701,175.17960158831903,106.26753352701724
7,aliens,aliens,2081,459,1346,1805,277,2063,452,1341,1793,271,27247,6171,18225,24396,2851,2724.7,617.1,1822.5,2439.6,285.1,76.37538077586524,74.3801652892562,73.85459533607683,73.98753894080997,97.15889161697649,75.71475758799134,73.24582725652245,73.58024691358025,73.49565502541401,95.05436688881093,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,148.2871771412485,32.70726300232247,95.91280174537266,128.62006474769512,19.738370047153214,278.21056049014794,60.95548877438045,180.8436071823986,241.79909595677907,36.546321809418366
8,aliens,unicorn,1003,352,331,683,320,1050,352,393,745,305,14361,3517,5074,8591,5770,1436.1,351.7,507.4,859.1,577.0,69.84193301302139,100.08529997156668,65.23452897122586,79.50180421371202,55.45927209705373,73.11468560685189,100.08529997156668,77.45368545526212,86.71865906180886,52.85961871750433,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,71.47142656063059,25.082694067140547,23.586283341544092,48.66897740868464,22.80244915194595,141.60013985198998,47.46976116942902,52.9989094874591,100.46867065688812,41.13146919510185
8,aliens,pepper,1107,393,168,561,546,1124,395,179,574,550,16416,3962,5326,9288,7128,1641.6,396.2,532.6,928.8,712.8,67.4342105263158,99.19232710752146,31.543372136687946,60.400516795865634,76.5993265993266,68.46978557504873,99.69712266532055,33.60871197897109,61.800172265288545,77.16049382716051,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,78.88222253501303,28.004257864733624,11.971285804771624,39.97554366950524,38.90667886550778,151.57957827965402,53.268624039558134,24.13945241286305,77.40807645242118,74.17150182723285
8,aliens,minion,1117,388,268,656,461,1142,385,280,665,477,16575,4080,4422,8502,8073,1657.5,408.0,442.2,850.2,807.3,67.39064856711916,95.09803921568627,60.60606060606061,77.15831569042578,57.103926669144066,68.89894419306184,94.36274509803921,63.319764812302125,78.21689014349565,59.08584169453736,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,79.59479907101134,27.647969596734466,19.097051164754735,46.7450207614892,32.84977830952214,154.0070092485453,51.920051279062996,37.76003729386399,89.68008857292699,64.32692067561831
8,aliens,pig,547,384,73,457,90,564,384,82,466,98,14652,3838,5638,9476,5176,1465.2,383.8,563.8,947.6,517.6,37.33278733278733,100.0521104742053,12.947853848882584,48.2271000422119,17.387944358578054,38.49303849303849,100.0521104742053,14.544164597374957,49.17686787674124,18.933539412673877,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,38.97793651910761,27.362938982335137,5.20180871278767,32.56474769512281,6.4131888239847985,76.05950369192604,51.78519400301348,11.058296636060168,62.84349063907364,13.216013052852398
8,aliens,hedge,1393,404,597,1001,392,1404,402,602,1004,400,17967,4610,6016,10626,7341,1796.7,461.0,601.6,1062.6,734.1,77.53102910892191,87.63557483731019,99.23537234042553,94.20289855072464,53.398719520501295,78.14326264818834,87.20173535791757,100.06648936170212,94.48522492000754,54.488489306633966,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,99.26191146456472,28.788092054331766,42.54081919909917,71.32891125343093,27.93300021113379,189.33961557351802,54.21262497190473,81.18408018180759,135.3967051537123,53.9429104198057
8,aliens,aliens,1524,436,130,566,958,1510,431,127,558,952,21187,7088,3107,10195,10992,2118.7,708.8,310.7,1019.5,1099.2,71.93090102421297,61.51241534988714,41.84100418410042,55.517410495340854,87.15429403202329,71.27011846887243,60.80699774266366,40.87544254908272,54.73271211378127,86.60844250363901,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,108.5966640861426,31.068336969526356,9.263494967978042,40.3318319375044,68.26483214863819,203.63448683476656,58.12348597734065,17.126874058288312,75.25036003562896,128.3841267991376
9,pig,unicorn,567,309,124,433,134,568,304,130,434,134,9923,3370,3128,6498,3425,992.3,337.0,312.8,649.8,342.5,57.139977829285506,91.69139465875371,39.64194373401534,66.63588796552786,39.12408759124087,57.24075380429306,90.20771513353115,41.56010230179028,66.78978147122191,39.12408759124087,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,40.40308959110423,22.018614962347808,8.835949046379056,30.854564008726864,9.548525582377367,76.5989327961241,40.996611919052334,17.531445886436853,58.52805780548918,18.070874990634913
9,pig,pepper,842,404,104,508,334,837,405,102,507,330,14749,4268,3404,7672,7077,1474.9,426.8,340.4,767.2,707.7,57.08861617736795,94.65791940018744,30.55229142185664,66.21480709071949,47.195139183269745,56.74961014306055,94.89222118088098,29.964747356051706,66.0844629822732,46.62992793556591,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,59.99894433105778,28.788092054331766,7.410795974382434,36.1988880287142,23.800056302343584,112.87554005344344,54.61719680005328,13.755442157050455,68.37263895710373,44.502901096339706
9,pig,minion,1709,365,1156,1521,188,1694,364,1138,1502,192,33378,3939,24639,28578,4800,3337.8,393.9,2463.9,2857.8,480.0,51.20139013721613,92.66311246509267,46.917488534437275,53.22275876548394,39.166666666666664,50.75199233027743,92.40924092409242,46.18693940500832,52.55791168031353,40.0,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,121.77933000211134,26.00904356393835,82.37384756140474,108.3828911253431,13.396438876768247,228.44822562787718,49.08804848202319,153.46758014434724,202.55562862637044,25.89259700150674
9,pig,pig,1063,370,139,509,554,1050,370,136,506,544,16920,3814,5781,9595,7325,1692.0,381.4,578.1,959.5,732.5,62.825059101654844,97.01101206082853,24.044282996021447,53.04846274101094,75.63139931740615,62.056737588652474,97.01101206082853,23.525341636395087,52.73579989577905,74.26621160409556,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,75.74688577662046,26.365331831937507,9.904813850376522,36.27014568231402,39.47674009430643,141.60013985198998,49.89719213832028,18.34058954273394,68.23778168105422,73.36235817093576
9,pig,hedge,974,299,139,438,536,963,298,131,429,534,16337,3299,5288,8587,7750,1633.7,329.9,528.8,858.7,775.0,59.619269143661626,90.63352531070021,26.285930408472012,51.007336671713055,69.16129032258065,58.94595090897962,90.33040315247045,24.773071104387295,49.95924071270525,68.90322580645162,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,69.40495460623549,21.306038426349495,9.904813850376522,31.21085227672602,38.19410232950947,129.86755683568222,40.187468262755246,17.66630316248637,57.85377142524162,72.01378541044062
9,pig,aliens,844,325,294,619,225,838,322,296,618,220,11523,3346,5377,8723,2800,1152.3,334.6,537.7,872.3,280.0,73.2448147183893,97.13090257023312,54.677329365817364,70.96182506018572,80.35714285714286,72.72411698342445,96.23430962343096,55.04928398735353,70.84718560128397,78.57142857142857,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,60.141459638257444,23.158737419945105,20.94975015835034,44.108487578295446,16.032972059962,113.01039732949295,43.42404288794359,39.91775371065622,83.34179659859981,29.668600730893136
10,minion,unicorn,3801,470,810,1280,2521,3709,470,805,1275,2434,42394,4723,10191,14914,27480,4239.4,472.3,1019.1,1491.4,2748.0,89.65891399726377,99.51302138471311,79.4818957904033,85.82539895400294,91.73944687045123,87.4887955842808,99.51302138471311,78.99126680404278,85.49014348933886,88.57350800582242,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,270.85034133295795,33.491097191920616,57.718699415863185,91.2097966077838,179.64054472517418,500.1856368676484,63.38291974327171,108.56010721985898,171.94302696313068,328.2426099045177
10,minion,pepper,4225,310,422,732,3493,4079,296,426,722,3357,47136,3455,5636,9091,38045,4713.6,345.5,563.6,909.1,3804.5,89.63424983027834,89.72503617945007,74.87579843860894,80.51919480805192,91.81232750689972,86.5368295994569,85.67293777134589,75.58552164655784,79.41920580794192,88.23761335260876,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,301.0635864592864,22.08987261594764,30.070729819128722,52.16060243507636,248.90298402421,550.0828290059687,39.91775371065622,57.44919959709307,97.3669533077493,452.71587569821935
10,minion,minion,2599,344,296,640,1959,2559,344,297,641,1918,36357,3454,8176,11630,24727,3635.7,345.4,817.6,1163.0,2472.7,71.48554611216548,99.59467284308049,36.20352250489237,55.03009458297507,79.22513851255712,70.38534532552191,99.59467284308049,36.32583170254403,55.11607910576096,77.56703198932343,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,185.198641705961,24.512632838341897,21.092265465550003,45.6048983038919,139.59374340206912,345.09976941070704,46.39090296103291,40.05261098670573,86.44351394773864,258.6562554629683
10,minion,pig,3354,267,240,506,2848,3226,246,243,488,2738,38500,3272,4229,7501,30999,3850.0,327.2,422.9,750.1,3099.9,87.11688311688312,81.60146699266504,56.75100496571294,67.45767231035862,91.87393141714249,83.79220779220779,75.18337408312958,57.46039252778436,65.05799226769764,88.3254298525759,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,238.9981701738335,19.025793511154905,17.101836863959463,36.056372721514535,202.94179745231898,435.04957253573303,33.17488990818051,32.77031808003196,65.81035071216296,369.23922182357006
10,minion,hedge,3427,239,344,582,2846,3277,237,361,597,2681,38864,2545,4637,7182,31682,3886.4,254.5,463.7,718.2,3168.2,88.17929188966652,93.90962671905697,74.18589605348286,81.03592314118629,89.83018748816363,84.31967888019761,93.1237721021611,77.85205952124218,83.12447786131996,84.62218294299603,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,244.19997888662115,17.03057921035963,24.512632838341897,41.4719543951017,202.79928214511932,441.92729361425825,31.961174423734878,48.68347665387465,80.50979380156001,361.5523570887477
10,minion,aliens,3288,383,241,624,2664,3166,375,244,619,2547,38909,4182,5568,9750,29159,3890.9,418.2,556.8,975.0,2915.9,84.50487033848209,91.58297465327595,43.2830459770115,64.0,91.36115779004767,81.36934899380606,89.6700143472023,43.821839080459775,63.48717948717949,87.34867450872801,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,234.29516503624464,27.29168132873531,17.173094517559296,44.4647758462946,189.83038918995004,426.95813597276214,50.571478518567844,32.90517535608148,83.47665387464933,343.48148209811285
11,pig,unicorn,1418,320,353,673,745,1423,325,352,677,746,14447,3250,3564,6814,7633,1444.7,325.0,356.4,681.4,763.3,98.15186543919152,98.46153846153847,99.04601571268239,98.7672439095979,97.60251539368532,98.49795805357513,100.0,98.76543209876544,99.35427061931318,97.73352548146208,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,101.0433528045605,22.80244915194595,25.153951720740373,47.95640087268633,53.08695193187417,191.9019038184588,43.82861471609213,47.46976116942902,91.29837588552115,100.60352793293762
11,pig,pepper,1306,211,422,633,674,1309,211,418,629,681,13464,2151,4502,6653,6811,1346.4,215.1,450.2,665.3,681.1,96.99940582293523,98.093909809391,93.73611728120835,95.14504734706148,98.95756863896638,97.22222222222221,98.093909809391,92.84762327854287,94.54381482038178,99.98531786815445,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,93.06249560137941,15.035364909564361,30.070729819128722,45.10609472869309,48.02765852628616,176.52817434881416,28.45488524644751,56.370341388696964,84.82522663514447,91.8378049897192
11,pig,minion,1601,204,275,479,1122,1602,204,275,479,1123,16357,2038,2749,4787,11570,1635.7,203.8,274.9,478.7,1157.0,97.87858409243748,100.0981354268891,100.0363768643143,100.06266973052016,96.97493517718236,97.93971999755456,100.0981354268891,100.0363768643143,100.06266973052016,97.06136560069145,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,114.08350341332958,14.536561334365544,19.595854739953552,34.132416074319096,79.95108733901048,216.04135623132183,27.51088431410091,37.08575091361642,64.59663522771734,151.4447210036045
11,pig,pig,4102,197,496,693,3409,4112,197,497,694,3418,41988,1981,5054,7035,34953,4198.8,198.1,505.4,703.5,3495.3,97.69457940363912,99.444724886421,98.14008705975465,98.50746268656717,97.53097015992904,97.93274268838715,99.444724886421,98.33795013850416,98.64960909737029,97.78845878751466,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,292.29889506650716,14.037757759166725,35.343796185516226,49.38155394468295,242.91734112182422,554.5331191156026,26.56688338175431,67.02406619660859,93.5909495783629,460.9421695372397
11,pig,hedge,1418,203,273,476,942,1424,203,276,479,945,14367,2070,2764,4834,9533,1436.7,207.0,276.4,483.4,953.3,98.69840606946474,98.06763285024155,98.7698986975398,98.46917666528755,98.81464386866674,99.11602979049209,98.06763285024155,99.85528219971057,99.08978071990072,99.12934018671982,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,101.0433528045605,14.465303680765713,19.45333943275389,33.9186431135196,67.12470969104089,192.0367610945083,27.376027038051394,37.22060818966594,64.59663522771734,127.44012586679096
11,pig,aliens,1860,212,385,597,1264,1864,213,383,596,1269,19278,2214,3944,6158,13120,1927.8,221.4,394.4,615.8,1312.0,96.48303765950826,95.7542908762421,97.61663286004058,96.94706073400455,96.34146341463415,96.69052806307708,96.2059620596206,97.10953346855985,96.78467034751543,96.72256097560977,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,132.53923569568585,15.106622563164192,27.43419663593497,42.54081919909917,90.0696741501865,251.37396255629457,28.724599798546535,51.650336726963964,80.37493652551049,171.13388330683358
12,pig,unicorn,388,188,138,326,62,383,183,138,321,62,8672,2809,1381,4190,4482,867.2,280.9,138.1,419.0,448.2,44.74169741697417,66.92773228907085,99.9275887038378,77.80429594272077,13.833110218652386,44.16512915129151,65.14773940904237,99.9275887038378,76.6109785202864,13.833110218652386,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,27.647969596734466,13.396438876768247,9.83355619677669,23.229995073544938,4.417974523189528,51.650336726963964,24.67888151706111,18.61030409483297,43.28918561189408,8.361151115069884
12,pig,pepper,444,231,134,365,80,441,228,134,362,80,7637,2382,1337,3719,3918,763.7,238.2,133.7,371.9,391.8,58.1380123084981,96.97732997481108,100.22438294689604,98.14466254369455,20.41858090862685,57.745187901008244,95.71788413098237,100.22438294689604,97.3379940844313,20.41858090862685,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,31.638398198325007,16.460517981560983,9.548525582377367,26.00904356393835,5.700612287986488,59.47205873783579,30.747458939289253,18.070874990634913,48.818333929924165,10.78858208396114
12,pig,minion,1084,417,196,613,471,1085,417,197,614,471,13276,4170,2170,6340,6936,1327.6,417.0,217.0,634.0,693.6,81.65109972883398,100.0,90.32258064516128,96.68769716088327,67.90657439446368,81.72642362157276,100.0,90.78341013824884,96.84542586750788,67.90657439446368,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,77.24329650221691,29.714441551129568,13.966500105566896,43.68094165669646,33.562354845520446,146.32014451372297,56.23548411264745,26.56688338175431,82.80236749440175,63.51777701932122
12,pig,pig,277,154,73,227,50,276,153,73,226,50,6796,2309,736,3045,3751,679.6,230.9,73.6,304.5,375.1,40.75927015891701,66.69553919445647,99.18478260869567,74.54844006568145,13.329778725673153,40.61212477928193,66.26245127760936,99.18478260869567,74.2200328407225,13.329778725673153,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,19.738370047153214,10.97367865437399,5.20180871278767,16.175487367161658,3.5628826799915547,37.22060818966594,20.633163235575683,9.844581151614541,30.477744387190224,6.742863802475712
12,pig,hedge,363,242,100,342,21,363,242,100,342,21,6718,2754,1001,3755,2963,671.8,275.4,100.1,375.5,296.3,54.03393867222388,87.8721859114016,99.9000999000999,91.07856191744341,7.087411407357408,54.03393867222388,87.8721859114016,99.9000999000999,91.07856191744341,7.087411407357408,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,25.866528256738686,17.244352171159125,7.1257653599831094,24.370117531142235,1.496410725596453,48.95319120597368,32.635460803982454,13.485727604951425,46.121188408933875,2.8320027970397996
12,pig,aliens,388,256,93,349,39,392,256,97,353,39,9299,2563,1297,3860,5439,929.9,256.3,129.7,386.0,543.9,41.72491665770513,99.88294966835738,71.70393215111797,90.41450777202073,7.170435741864313,42.15507043768147,99.88294966835738,74.78797224363917,91.45077720207254,7.170435741864313,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,27.647969596734466,18.24195932155676,6.626961784784292,24.868921106341052,2.7790484903934125,52.86405221140959,34.523462668675656,13.081155776802882,47.604618445478536,5.259433765931056
13,unicorn,unicorn,706,268,51,319,387,778,344,51,395,383,12532,5077,2625,7702,4830,1253.2,507.7,262.5,770.2,483.0,56.33578040217044,52.78707898365177,19.428571428571427,41.4178135549208,80.12422360248446,62.08107245451644,67.7565491431948,19.428571428571427,51.28538042066996,79.29606625258799,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,50.30790344148075,19.097051164754735,3.634140333591386,22.73119149834612,27.576711943134637,104.91896076652209,46.39090296103291,6.877721078525227,53.268624039558134,51.650336726963964
13,unicorn,pepper,697,232,0,232,465,695,232,0,232,463,9478,3032,1500,4532,4946,947.8,303.2,150.0,453.2,494.6,73.53872124920869,76.51715039577837,0.0,51.19152691968226,94.01536595228467,73.32770626714496,76.51715039577837,0.0,51.19152691968226,93.6109987868985,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,49.666584559082274,16.531775635160812,0.0,16.531775635160812,33.13480892392146,93.72580685441241,31.28688804348731,0.0,31.28688804348731,62.4389188109251
13,unicorn,minion,359,216,117,333,26,358,216,117,333,25,7718,3143,1894,5037,2681,771.8,314.3,189.4,503.7,268.1,46.514641098730245,68.72414890232263,61.774023231256606,66.11078022632519,9.69787392763894,46.385073853329885,68.72414890232263,61.774023231256606,66.11078022632519,9.324878776575904,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,25.58149764233936,15.391653177563516,8.337145471180238,23.728798648743755,1.8526989935956084,48.2789048257261,29.129171626695083,15.778301297793169,44.90747292448825,3.371431901237856
13,unicorn,pig,1137,310,21,331,807,1135,309,21,330,806,14105,3529,2289,5818,8287,1410.5,352.9,228.9,581.8,828.7,80.60971286777739,87.84358175120431,9.174311926605503,56.892402887590244,97.38144081090864,80.4679191775966,87.56021535845849,9.174311926605503,56.72052251632864,97.26076988053578,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,81.01995214300796,22.08987261594764,1.496410725596453,23.586283341544092,57.504926455063696,153.06300831619868,41.67089829929991,2.8320027970397996,44.502901096339706,108.6949644959085
13,unicorn,hedge,823,280,90,370,453,820,278,90,368,452,10078,3008,1805,4813,5265,1007.8,300.8,180.5,481.3,526.5,81.66302837864656,93.08510638297872,49.86149584487535,76.87512985663827,86.03988603988604,81.3653502679103,92.42021276595744,49.86149584487535,76.45958861416996,85.84995251661918,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,58.64504891266099,19.952143007952706,6.4131888239847985,26.365331831937507,32.279717080723486,110.5829663606017,37.49032274176496,12.137154844456283,49.62747758622125,60.95548877438045
13,unicorn,aliens,557,282,0,282,275,551,277,0,277,274,7834,3488,1255,4743,3091,783.4,348.8,125.5,474.3,309.1,71.10033188664795,80.84862385321101,0.0,59.45604048070842,88.9679715302491,70.33443962215982,79.4151376146789,0.0,58.401855365802234,88.64445163377546,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,39.69051305510592,20.09465831515237,0.0,20.09465831515237,19.595854739953552,74.30635910328236,37.35546546571545,0.0,37.35546546571545,36.95089363756691
14,aliens,unicorn,1841,254,289,543,1298,1834,248,289,537,1297,19514,2592,3860,6452,13062,1951.4,259.2,386.0,645.2,1306.2,94.3425233165932,97.99382716049382,74.87046632124353,84.15995040297581,99.37222477415403,93.98380649789894,95.67901234567901,74.87046632124353,83.23000619962801,99.29566681978257,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,131.18534027728904,18.0994440143571,20.593461890351186,38.69290590470828,92.49243437258076,247.32824427480918,33.444604460279535,38.973752778309624,72.41835723858915,174.90988703622
14,aliens,pepper,1619,199,285,484,1135,1605,197,279,476,1129,19014,3634,3575,7209,11805,1901.4,363.4,357.5,720.9,1180.5,85.14778584201115,54.76059438635114,79.72027972027972,67.13829934803718,96.14570097416349,84.41148627327232,54.21023665382499,78.04195804195804,66.02857539187127,95.63744176196526,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,115.36614117812654,14.18027306636639,20.308431275951865,34.48870434231825,80.8774368358083,216.4459280594704,26.56688338175431,37.62518001781448,64.1920633995688,152.2538646599016
14,aliens,minion,3027,489,332,821,2206,2993,466,324,790,2203,32821,4975,5179,10154,22667,3282.1,497.5,517.9,1015.4,2266.7,92.22753724749398,98.29145728643216,64.10503958293107,80.85483553279495,97.32209820443818,91.191615124463,93.66834170854271,62.56033983394478,77.80185148709869,97.18974720959986,1403.358024691358,297.01234567901236,362.9259259259259,659.8703703703703,743.574074074074,1408.5123456790122,299.75925925925924,367.38271604938274,667.074074074074,741.5246913580247,215.69691744668873,34.844992610317405,23.657540995143925,58.50253360546132,157.1943838412274,403.6278272161962,62.84349063907364,43.69375744004262,106.53724807911627,297.09057913707994
