subject	duration	card_class	show_order	fix_freq	sacc_freq	sr_fix_freq	sr_sacc_freq	pupil_diam_right_mean	pupil_diam_right_std	pupil_diam_right_min	pupil_diam_right_max	pupil_diam_left_mean	pupil_diam_left_std	pupil_diam_left_min	pupil_diam_left_max	sr_pupil_diam_right_mean	sr_pupil_diam_right_std	sr_pupil_diam_right_min	sr_pupil_diam_right_max	sr_pupil_diam_left_mean	sr_pupil_diam_left_std	sr_pupil_diam_left_min	sr_pupil_diam_left_max	label
16	4270	pepper	6	140.74941451990634	8.899297423887589	400.6666666666667	0.0	4.872937062937067	0.1125806888590977	4.43	5.14	5.048828451882845	0.11598087292553064	4.65	5.39	4.86608108108108	0.0960424787235482	4.7	5.04	5.033333333333336	0.09675726680766406	4.8	5.21	0
16	3190	minion	2	141.69278996865205	10.031347962382446	301.3333333333333	21.333333333333332	5.0065833333333325	0.1747531071523014	4.68	5.41	5.365988023952088	0.1399787414162644	5.05	5.69	4.997254901960783	0.18042390602916786	4.68	5.41	5.348859060402679	0.12941411741227335	5.21	5.67	0
16	3958	pig	4	140.98029307731176	18.191005558362807	372.0	48.0	4.705450450450451	0.1325848990356174	4.24	5.04	4.921238938053102	0.16697908182158142	4.2	5.18	4.715878378378377	0.08963212080691633	4.52	4.86	4.946554054054056	0.08040469778333677	4.77	5.12	1
16	3585	hedge	1	157.8800557880056	26.778242677824267	377.3333333333333	64.0	5.0768127490039925	0.11100360713424018	4.54	5.3	5.322936507936511	0.1269505500887514	4.78	5.73	5.096780821917807	0.0870745612442091	4.77	5.26	5.296917808219174	0.07437616478131119	5.02	5.43	0
16	3183	aliens	5	177.8196669808357	23.876845743009742	377.3333333333333	50.666666666666664	4.782210526315788	0.1096142069081514	4.45	5.0	5.0363677130044815	0.10556492915817037	4.74	5.21	4.776785714285715	0.10890204811965697	4.58	4.99	5.028767123287669	0.10472881506429312	4.74	5.17	0
18	1989	unicorn	3	225.2388134741076	31.171442936148818	298.6666666666667	41.333333333333336	3.3743820224719094	0.09561522532212446	3.15	4.06	3.5068361581920904	0.1424347587611199	3.24	5.16	3.376688741721852	0.07998934807672531	3.17	3.71	3.5024503311258264	0.062031893811890226	3.24	3.81	1
18	3795	pepper	1	248.7483530961792	10.013175230566535	629.3333333333334	0.0	3.44644314868805	0.13640604848235818	3.11	5.19	3.511449704142005	0.08972740856938255	3.02	3.65	3.4979999999999967	0.0592344902249927	3.34	3.59	3.558533333333332	0.05443284966858251	3.42	3.63	0
18	2446	minion	4	251.43090760425181	11.856091578086671	410.0	0.0	3.3287782805429815	0.06913656234868547	3.19	3.53	3.443944954128443	0.057976927694805974	3.24	3.78	3.3025675675675674	0.053555510290523786	3.19	3.43	3.444054054054054	0.050140453582847216	3.33	3.52	0
18	1548	pig	6	226.74418604651163	24.54780361757106	234.0	25.333333333333332	3.4336641221374036	0.08723272239660658	3.16	3.77	3.5023076923076926	0.08684422891251019	3.25	3.75	3.4329365079365073	0.08886904937326572	3.16	3.77	3.50448	0.08786404453802839	3.25	3.75	0
18	8109	hedge	2	265.1375015414971	14.551732642742632	1433.3333333333333	78.66666666666667	3.4161627906976615	0.12724620118445915	2.97	3.68	3.5311833550065055	0.13628928689586534	3.16	3.82	3.4782000000000015	0.08429788982049266	3.29	3.63	3.578466666666665	0.08292259402329726	3.41	3.75	0
18	3049	aliens	5	249.2620531321745	25.58215808461791	506.6666666666667	52.0	3.438083623693383	0.23933215641554567	2.49	6.35	3.4942348754448385	0.14020725091068156	3.16	3.75	3.5489041095890417	0.26304089963263627	3.32	6.35	3.5856250000000003	0.08569517248604262	3.26	3.75	0
20	3433	unicorn	5	208.5639382464317	16.31226332653656	477.3333333333333	37.333333333333336	3.602342007434941	0.14594550883698518	3.11	5.33	3.3862452107279695	0.0817340976420445	2.86	3.57	3.5425000000000018	0.23829463555299207	3.11	5.33	3.3273529411764717	0.09536446422015114	2.86	3.44	0
20	5869	pepper	6	156.58544896916	13.460555460896234	612.6666666666666	52.666666666666664	3.5873595505618066	0.0960914760407225	3.33	4.19	3.3500283286118973	0.12976048430134254	2.57	3.67	3.5996402877697826	0.06651152315922443	3.33	3.72	3.3541007194244603	0.12282196936582224	2.57	3.47	0
20	5479	minion	1	133.96605219930643	20.259171381638986	489.3333333333333	74.0	3.279602649006622	0.19556335114713155	2.83	3.79	3.110676156583627	0.16670088193109237	2.47	4.75	3.493384615384616	0.07790773635920491	3.32	3.66	3.213809523809523	0.12228244106046073	2.47	3.34	0
20	5328	pig	4	106.6066066066066	14.639639639639638	378.6666666666667	52.0	3.2669642857142875	0.1544596274037195	2.79	3.97	3.0918750000000004	0.1370609582559049	2.78	3.65	3.214883720930231	0.0495092192495264	2.9	3.36	2.9884883720930233	0.08073948581136399	2.78	3.33	0
20	6489	hedge	3	181.38388041300664	25.735860687316997	784.6666666666666	111.33333333333333	3.2784143763213596	0.17600023342531348	2.44	3.69	3.1141561181434536	0.11469522484864461	2.54	3.53	3.1949333333333345	0.24397366638254867	2.44	3.58	3.1097333333333332	0.1312712579993571	2.64	3.53	0
20	5109	aliens	2	120.37580739870816	20.356234096692113	410.0	69.33333333333333	3.5048207171314747	0.12027746143431722	3.2	4.5	3.227716535433072	0.156809539197098	2.63	3.89	3.4564	0.04749908699444784	3.26	3.54	3.1868	0.051841201800128425	3.01	3.24	1
21	3123	unicorn	5	286.90361831572204	6.404098623118796	597.3333333333334	0.0	4.395064102564104	0.12974125521707167	4.02	4.73	4.1906730769230895	0.08526408104935045	4.04	4.46	4.297933333333331	0.0945870336522033	4.02	4.48	4.148800000000002	0.06359392989478707	4.04	4.33	0
21	3548	pepper	4	280.7215332581736	10.992108229988727	664.0	0.0	4.470538243626053	0.09763099786183331	4.27	4.66	4.203824362606236	0.08254711310548629	3.75	4.53	4.534324324324323	0.07356021331218089	4.38	4.66	4.23966216216216	0.055859585143788	4.11	4.35	0
21	4174	minion	3	254.91135601341637	28.749401054144702	709.3333333333334	80.0	4.454521531100483	0.16727864364357115	4.09	4.96	4.2574162679425935	0.11706451079109242	4.01	4.52	4.526866666666667	0.18592463171965545	4.13	4.96	4.3258666666666725	0.10301616910076243	4.1	4.5	1
21	5025	pig	2	243.58208955223878	18.109452736318406	816.0	60.666666666666664	4.380221238938055	0.11441723425556236	4.06	4.62	4.122278761061956	0.12486935857034683	3.29	4.37	4.330860927152315	0.13713711093817021	4.06	4.59	4.02834437086093	0.12532321127695456	3.87	4.29	0
