subject,card_class,label,right_mean,right_std,right_min,right_max,left_mean,left_std,left_min,left_max
0,pig,0,1.1472388059701493,1.6306412386313431,0.0,3.63,1.2418656716417908,1.721535621399101,0.0,3.75
0,pig,0,1.1900341296928327,1.6564197441150563,0.0,3.57,1.2415017064846416,1.727966319164905,0.0,3.72
0,pig,0,1.0410188679245282,1.5317065953829483,0.0,3.44,1.1512075471698116,1.6088166336002638,0.0,3.54
0,pig,0,1.1136546184738956,1.578456747209516,0.0,3.44,1.183293172690763,1.6483781124506676,0.0,3.56
0,pig,0,1.1070085470085471,1.668750960199783,0.0,3.69,1.2807692307692309,1.7869363851470295,0.0,3.86
0,pig,0,1.0398888888888889,1.5391593522998177,0.0,3.57,1.1418518518518517,1.5940415004346915,0.0,3.76
0,pig,0,1.1134129692832766,1.561694709776386,0.0,3.45,1.113515358361775,1.562227158842451,0.0,3.51
0,pig,0,1.1308088235294118,1.6410902483316057,0.0,4.91,1.2115073529411764,1.6985975134977866,0.0,3.71
0,hedge,0,1.175358361774744,1.6360551111183526,0.0,3.55,1.2341638225255973,1.7183640676412788,0.0,3.77
0,hedge,0,1.0005797101449276,1.5241988098457526,0.0,3.34,1.1856521739130432,1.6360780564048945,0.0,3.49
0,hedge,0,,,,,,,,
0,hedge,0,,,,,,,,
0,hedge,0,,,,,,,,
0,hedge,0,,,,,,,,
0,hedge,0,,,,,,,,
0,hedge,0,1.0747222222222224,1.5423423487134496,0.0,3.36,1.133888888888889,1.6275525495624714,0.0,3.52
0,hedge,0,0.966338028169014,1.4112791375419378,0.0,3.39,1.1290140845070422,1.5742779195551226,0.0,4.74
0,hedge,0,1.1500000000000001,1.6046011061624041,0.0,3.44,1.2074829931972788,1.6849062292650787,0.0,3.68
0,hedge,0,1.1145323741007196,1.601750947627662,0.0,3.5,1.236115107913669,1.719716419738924,0.0,4.37
0,hedge,0,1.0486832740213523,1.5433477212255504,0.0,3.46,1.201779359430605,1.6721789787155439,0.0,3.76
0,hedge,0,1.1630272108843538,1.622806322711304,0.0,3.49,1.2178231292517006,1.699717911551466,0.0,3.73
0,hedge,0,1.1051310861423222,1.5798275703141642,0.0,3.47,1.178614232209738,1.6436629130318605,0.0,3.63
0,hedge,0,1.1404609929078016,1.6182533531073369,0.0,4.6,1.2235815602836877,1.7085173720983844,0.0,3.74
0,hedge,0,1.1228474576271186,1.5721238809520837,0.0,3.51,1.1915593220338982,1.6676988124214516,0.0,3.73
0,hedge,0,1.0601754385964914,1.5644067984653973,0.0,3.64,1.2263157894736842,1.715077125908102,0.0,5.17
0,hedge,0,1.1891752577319585,1.6858837875253685,0.0,4.57,1.2583161512027492,1.742598807285266,0.0,3.81
0,hedge,0,1.1964285714285714,1.7131383440466756,0.0,3.74,1.3061607142857141,1.8320186500957307,0.0,3.99
0,unicorn,0,1.1640410958904108,1.6411619296720785,0.0,3.6,1.2224657534246575,1.723589143301157,0.0,3.79
0,unicorn,0,0.6927272727272727,1.3460695438138464,0.0,3.51,1.1686363636363637,1.6112831832125278,0.0,3.45
0,unicorn,0,1.0575,1.509307423391631,0.0,3.42,1.1173333333333335,1.593860962681997,0.0,3.44
0,unicorn,0,,,,,,,,
0,unicorn,0,,,,,,,,
0,unicorn,0,,,,,,,,
0,unicorn,0,0.0,0.0,0.0,0.0,1.346,1.8467755683894025,0.0,3.53
0,unicorn,0,0.9298076923076923,1.4765347487456548,0.0,3.65,1.1990384615384615,1.6645640772043462,0.0,3.58
0,unicorn,0,1.0851123595505618,1.5073984169104087,0.0,3.35,1.1629213483146068,1.6153054684767298,0.0,3.52
0,unicorn,0,1.1516847826086956,1.6662542293796694,0.0,6.37,1.1582065217391304,1.6319720682146017,0.0,3.59
0,unicorn,0,1.0937722419928824,1.5991537956765576,0.0,4.42,1.1871886120996442,1.6664100410801388,0.0,4.53
0,unicorn,0,1.1685374149659862,1.6320316188971293,0.0,3.6,1.2612925170068028,1.7615742153510159,0.0,3.92
0,unicorn,0,1.1008540925266903,1.588393612402383,0.0,5.52,1.2534519572953735,1.7588784490625018,0.0,7.2
0,unicorn,0,1.1671232876712327,1.6201011630643163,0.0,3.48,1.2282876712328765,1.7051078951617729,0.0,3.7
0,unicorn,0,1.0884246575342464,1.608143660281846,0.0,3.6,1.2589383561643834,1.7505462779090042,0.0,3.86
0,unicorn,0,0.602,1.3461129224548731,0.0,3.01,1.47,2.012883503832251,0.0,3.68
0,unicorn,0,1.0717142857142858,1.526831829357632,0.0,3.29,1.1732571428571428,1.629326853862026,0.0,3.52
